Time,Clinker_Inlet_Temperature_C,Clinker_Outlet_Temperature_C,Cooling_Air_Flow_Nm3min,Secondary_Air_Temperature_C,Grate_Speed_strokes_min,Under_Grate_Pressure_mbar,Clinker_Production_Rate_tph,Clinker_Feed_Rate_tph,Gypsum_Addition_Percent,Cement_Mill_Power_kW,Cement_Fineness_Blaine_m2kg,Cement_Fineness_45um_Percent_Retained,Separator_Efficiency_Percent
00:02:40,1287.2,85.3,456.6,889.6,12.5,21.3,121.4,132.6,3.81,2180.0,368.0,9.4,83.0
00:02:45,1298.1,80.7,493.1,915.1,11.3,18.9,124.6,137.5,4.06,2193.0,345.0,10.3,84.4
00:02:50,1279.6,90.4,502.4,921.1,11.7,19.5,133.9,133.2,3.84,2335.0,332.0,11.3,81.2
00:02:55,1304.2,96.4,479.2,902.0,12.4,17.4,119.0,135.3,4.15,2318.0,365.0,12.5,82.2
00:03:00,1321.5,80.6,502.5,922.3,12.8,20.8,119.6,141.7,3.99,2194.0,343.0,10.1,84.2
00:03:05,1320.0,94.4,456.4,909.2,13.3,21.5,134.8,136.2,3.62,2210.0,362.0,9.3,82.5
00:03:10,1299.9,91.8,472.7,925.5,11.0,19.3,128.1,136.8,3.91,2180.0,363.0,11.6,80.0
00:03:15,1340.8,81.1,501.1,925.4,11.3,20.2,129.0,138.8,4.2,2243.0,347.0,10.5,82.2
00:03:20,1292.0,89.7,494.3,904.7,12.9,20.6,125.6,127.6,3.85,2280.0,340.0,8.6,81.2
00:03:25,1286.9,89.8,463.4,902.1,12.2,19.7,123.3,141.2,4.04,2355.0,355.0,9.4,81.7
00:03:30,1279.0,89.3,505.8,920.5,11.2,20.4,117.5,130.1,4.04,2191.0,338.0,9.4,82.2
00:03:35,1339.6,90.9,522.3,951.1,11.8,18.0,131.8,144.1,3.76,2241.0,342.0,9.1,82.9
00:03:40,1273.6,86.7,514.5,888.8,11.8,18.8,120.7,134.7,4.2,2283.0,356.0,9.0,83.5
00:03:45,1308.9,93.1,475.7,890.2,11.9,18.8,130.3,138.9,4.0,2272.0,372.0,10.0,86.3
00:03:50,1325.0,85.5,489.0,915.0,11.5,19.2,123.8,139.7,4.28,2268.0,350.0,9.8,81.7
00:03:55,1273.9,88.4,536.5,889.3,11.8,18.9,136.6,126.9,3.55,2277.0,372.0,10.5,82.4
00:04:00,1327.6,101.1,512.7,880.4,11.7,19.5,129.2,145.8,4.07,2177.0,359.0,9.3,83.5
00:04:05,1293.4,86.2,517.0,910.6,11.4,21.5,124.9,135.0,3.98,2237.0,337.0,10.6,85.3
00:04:10,1251.4,96.6,514.6,884.9,12.9,19.9,119.0,134.4,4.57,2306.0,352.0,8.7,83.1
00:04:15,1281.1,81.8,520.2,873.4,12.7,20.6,124.9,132.7,3.91,2212.0,341.0,9.4,81.3
00:04:20,1297.4,92.9,522.5,858.9,12.3,20.9,129.0,127.5,4.05,2254.0,362.0,8.8,84.2
00:04:25,1311.3,87.5,496.4,855.8,12.5,20.7,132.9,130.9,4.01,2146.0,347.0,9.3,85.3
00:04:30,1327.6,92.9,518.9,935.6,11.2,19.2,129.5,139.7,4.35,2206.0,341.0,9.8,81.1
00:04:35,1266.2,83.3,490.2,907.9,11.8,22.4,123.6,138.6,4.22,2247.0,348.0,10.2,81.1
00:04:40,1326.1,82.9,471.5,913.2,11.9,18.6,126.8,144.0,4.12,2291.0,345.0,9.9,81.6
00:04:45,1286.7,88.9,514.0,893.2,12.5,20.7,130.2,141.2,4.14,2218.0,350.0,9.2,84.0
00:04:50,1294.5,89.4,466.7,918.1,11.1,20.2,128.4,125.3,4.01,2281.0,344.0,9.0,84.2
00:04:55,1288.5,88.6,511.9,897.5,11.7,19.5,112.0,132.7,3.8,2107.0,360.0,11.0,82.5
00:05:00,1315.0,100.3,520.9,906.2,11.4,19.9,132.2,132.4,4.09,2312.0,347.0,11.3,82.6
00:05:05,1303.8,99.1,522.3,899.5,12.2,19.1,128.5,135.7,3.97,2247.0,353.0,9.7,78.6
00:05:10,1260.4,91.2,493.8,914.8,12.7,19.9,123.1,128.4,4.14,2326.0,341.0,9.8,81.7
00:05:15,1286.8,89.1,486.7,925.6,12.4,21.3,122.1,139.4,4.08,2282.0,371.0,9.1,83.7
00:05:20,1305.1,94.8,484.3,918.1,11.5,20.2,121.4,133.9,3.7,2269.0,343.0,9.1,82.6
00:05:25,1310.6,95.7,544.4,910.4,12.0,18.2,122.6,134.1,4.14,2255.0,344.0,10.1,82.7
00:05:30,1264.3,96.1,506.0,910.9,12.1,19.3,122.2,132.5,3.99,2141.0,340.0,10.7,82.3
00:05:35,1299.7,91.8,501.2,930.0,12.0,19.3,120.0,137.0,4.11,2213.0,352.0,10.6,83.9
00:05:40,1295.8,86.7,518.5,927.1,11.2,19.8,122.5,131.4,3.67,2274.0,339.0,9.4,81.3
00:05:45,1274.0,92.9,489.4,890.9,12.6,21.0,121.8,132.9,3.87,2320.0,352.0,10.8,83.4
00:05:50,1326.1,87.2,531.9,897.6,11.6,19.9,122.8,134.8,4.26,2293.0,353.0,8.7,84.1
00:05:55,1274.0,85.8,485.3,907.7,12.0,18.8,133.8,136.8,4.02,2207.0,369.0,10.1,84.3
00:06:00,1278.6,88.3,489.8,900.5,12.1,17.7,131.0,133.4,4.48,2245.0,351.0,11.5,79.6
00:06:05,1313.4,95.6,500.5,894.9,12.0,19.2,128.4,139.6,3.95,2358.0,357.0,8.9,85.3
00:06:10,1298.1,95.8,514.7,892.6,11.8,18.5,126.3,140.5,3.75,2234.0,337.0,9.7,83.0
00:06:15,1285.9,88.2,498.1,925.2,11.4,17.9,127.4,134.4,3.85,2216.0,346.0,9.8,82.2
00:06:20,1320.9,88.3,486.3,912.2,11.4,20.5,122.7,143.7,4.01,2219.0,357.0,10.6,82.4
00:06:25,1249.4,79.4,523.7,908.2,12.3,19.1,126.7,135.0,4.29,2174.0,360.0,10.8,82.7
00:06:30,1310.2,101.0,489.5,876.7,10.5,18.9,130.3,134.0,4.26,2238.0,347.0,9.7,79.9
00:06:35,1331.6,97.0,511.6,902.6,12.4,19.1,124.0,136.3,3.96,2269.0,339.0,10.5,83.0
00:06:40,1298.0,87.3,483.3,859.4,12.6,20.6,133.0,139.8,3.87,2240.0,353.0,10.4,82.3
00:06:45,1302.3,93.9,485.4,881.4,12.5,18.6,138.8,133.8,4.11,2327.0,351.0,8.7,83.4
00:06:50,1309.9,82.2,482.0,914.3,11.5,20.6,127.5,135.9,3.99,2167.0,340.0,10.4,83.0
00:06:55,1293.2,86.9,508.8,911.7,12.1,20.6,115.2,129.1,4.19,2178.0,365.0,12.5,79.7
00:07:00,1296.0,89.2,480.1,900.4,13.4,19.2,138.2,131.3,3.86,2253.0,335.0,10.5,81.0
00:07:05,1298.7,92.8,502.9,871.3,12.8,22.3,129.1,135.5,3.81,2260.0,356.0,10.6,81.0
00:07:10,1286.0,86.0,500.5,937.1,12.2,20.9,125.7,134.0,3.74,2320.0,340.0,10.2,82.9
00:07:15,1331.1,92.9,499.5,884.8,11.8,21.1,121.6,136.4,4.39,2280.0,339.0,9.8,83.1
00:07:20,1316.3,89.1,476.3,915.4,12.6,21.2,127.7,138.0,3.63,2303.0,358.0,10.4,81.6
00:07:25,1277.0,89.5,507.5,923.8,13.3,20.7,129.5,136.9,3.85,2240.0,349.0,9.0,81.3
00:07:30,1298.4,91.6,485.3,910.3,12.7,19.4,128.8,130.8,3.83,2347.0,351.0,10.1,84.0
00:07:35,1326.7,93.0,491.7,906.4,12.3,21.2,126.8,134.5,3.93,2259.0,349.0,9.3,82.3
00:07:40,1310.4,84.2,538.9,870.9,12.6,19.6,128.0,134.1,4.01,2273.0,350.0,9.3,82.3
00:07:45,1311.3,87.5,492.2,898.2,12.6,19.7,129.4,137.0,4.22,2251.0,351.0,9.8,82.6
00:07:50,1285.3,91.3,500.9,890.2,12.8,19.9,122.8,131.6,3.92,2221.0,354.0,10.5,81.9
00:07:55,1288.3,82.4,503.6,922.2,11.5,18.6,123.6,130.1,3.97,2294.0,350.0,10.3,82.8
00:08:00,1319.8,98.8,482.2,913.9,12.2,19.5,119.5,139.8,4.14,2239.0,363.0,9.7,82.2
00:08:05,1313.5,91.6,532.8,876.6,11.8,19.3,126.1,135.2,3.91,2279.0,346.0,9.8,80.4
00:08:10,1316.2,106.0,523.6,918.2,11.1,21.4,129.4,135.6,3.97,2223.0,341.0,7.8,80.2
00:08:15,1297.1,101.2,534.9,898.8,12.0,21.2,129.2,133.0,3.71,2192.0,336.0,9.1,82.7
00:08:20,1309.3,85.7,503.1,907.7,12.7,21.1,123.1,134.3,3.54,2239.0,347.0,9.9,81.1
00:08:25,1266.6,84.0,499.1,924.6,11.7,19.7,120.3,145.2,4.19,2192.0,344.0,9.0,83.2
00:08:30,1315.2,88.9,535.7,884.4,12.3,20.4,126.3,132.4,4.13,2266.0,366.0,9.5,83.2
00:08:35,1271.6,90.8,493.3,929.3,12.6,19.5,131.8,130.7,4.11,2191.0,347.0,9.8,82.3
00:08:40,1270.9,90.6,490.6,912.1,11.6,19.2,112.1,135.4,4.03,2284.0,363.0,9.4,82.8
00:08:45,1292.8,85.2,478.3,895.5,11.8,22.4,132.3,131.2,3.64,2191.0,359.0,9.7,83.2
00:08:50,1290.5,90.3,476.5,932.6,10.9,20.6,118.4,140.1,4.06,2193.0,340.0,10.3,79.1
00:08:55,1305.9,90.4,521.5,893.0,12.2,21.9,123.6,135.5,4.05,2239.0,355.0,9.0,81.6
00:09:00,1305.5,80.2,500.0,892.8,12.6,21.3,125.3,136.6,4.02,2231.0,345.0,10.2,81.9
00:09:05,1312.4,90.6,519.8,855.8,12.0,20.6,127.6,139.4,3.85,2278.0,350.0,12.0,83.8
00:09:10,1337.5,99.1,501.5,897.0,11.7,20.4,125.7,129.4,3.91,2269.0,342.0,10.3,85.2
00:09:15,1318.6,93.5,510.9,915.4,11.9,19.3,125.3,131.7,4.45,2214.0,353.0,10.0,79.6
00:09:20,1265.7,92.7,494.9,867.8,11.4,19.3,130.1,119.8,3.86,2277.0,346.0,10.5,81.8
00:09:25,1270.9,92.8,499.3,891.0,12.0,20.5,135.0,148.2,3.89,2316.0,342.0,9.9,80.3
00:09:30,1297.9,76.9,514.5,854.5,13.1,18.2,120.9,134.5,3.85,2288.0,352.0,10.1,86.0
00:09:35,1288.9,89.0,513.7,861.4,12.1,21.2,119.8,132.0,3.84,2304.0,350.0,10.8,81.5
00:09:40,1270.5,95.8,507.7,897.8,12.3,19.9,124.7,133.7,4.33,2250.0,365.0,11.3,83.0
00:09:45,1309.5,84.7,496.6,917.0,12.9,19.0,131.1,133.9,4.09,2252.0,353.0,11.4,83.7
00:09:50,1315.1,96.9,493.0,891.3,11.2,20.7,127.7,140.6,4.33,2266.0,338.0,8.9,83.3
00:09:55,1282.0,89.9,490.8,890.0,12.3,20.6,131.4,142.6,3.9,2294.0,342.0,8.9,82.3
00:10:00,1269.0,87.4,496.0,876.4,11.8,19.5,129.6,127.5,3.94,2255.0,338.0,10.9,83.4
00:10:05,1292.4,93.8,502.2,914.6,11.3,19.5,126.3,134.2,3.91,2300.0,348.0,10.2,79.7
00:10:10,1330.4,96.4,478.1,920.7,12.4,19.7,126.5,138.8,3.95,2276.0,352.0,9.9,81.9
00:10:15,1309.9,96.1,484.9,923.9,11.3,19.7,131.6,138.9,4.02,2306.0,351.0,10.2,79.7
00:10:20,1308.3,77.9,456.5,898.8,11.6,19.9,114.1,133.8,3.96,2288.0,355.0,12.0,83.5
00:10:25,1324.6,94.7,559.6,900.3,11.0,20.5,136.4,140.7,3.93,2215.0,338.0,9.2,83.0
00:10:30,1303.0,93.5,491.8,903.7,12.1,22.0,117.6,141.6,3.69,2207.0,360.0,8.2,85.4
00:10:35,1307.4,90.3,497.7,864.8,12.7,19.5,122.8,133.0,3.81,2252.0,363.0,9.8,82.8
00:10:40,1301.7,93.6,535.6,918.0,11.2,20.6,128.1,134.6,3.88,2255.0,346.0,9.6,82.3
00:10:45,1244.3,85.6,489.1,925.1,13.2,21.7,120.9,140.3,4.15,2220.0,343.0,10.1,83.2
00:10:50,1302.8,79.5,500.5,922.3,12.9,21.3,128.2,132.3,4.05,2327.0,328.0,10.6,79.9
00:10:55,1308.1,79.2,523.8,925.2,11.4,19.3,124.8,134.1,4.03,2269.0,349.0,7.7,79.9
00:11:00,1283.5,85.1,493.1,905.1,11.8,19.4,124.4,134.2,4.06,2273.0,348.0,9.4,83.9
00:11:05,1276.3,93.0,497.9,877.1,10.9,21.5,127.3,135.0,3.99,2315.0,339.0,10.4,84.2
00:11:10,1299.2,86.3,493.0,875.7,12.6,19.3,127.6,130.8,3.89,2238.0,359.0,9.2,80.7
00:11:15,1312.0,88.3,475.5,930.6,11.1,19.2,125.2,144.2,3.93,2310.0,354.0,10.3,83.0
00:11:20,1293.9,99.2,534.0,894.4,12.4,18.7,133.0,135.7,4.13,2287.0,347.0,11.3,79.4
00:11:25,1285.3,90.7,505.0,871.3,10.7,18.9,123.1,123.8,4.43,2270.0,359.0,10.4,81.7
00:11:30,1280.4,92.8,502.8,882.4,12.6,18.6,126.2,137.3,3.8,2206.0,358.0,11.7,81.9
00:11:35,1294.0,84.5,487.7,904.0,11.8,19.6,125.7,137.3,4.1,2285.0,370.0,9.3,83.4
00:11:40,1315.4,86.8,553.4,890.2,12.6,19.7,126.5,132.3,3.96,2324.0,344.0,10.4,81.4
00:11:45,1284.9,80.1,497.5,902.5,11.5,18.7,130.0,130.3,4.09,2319.0,345.0,9.6,81.4
00:11:50,1310.1,73.4,475.0,904.3,12.1,19.8,115.3,120.9,4.09,2255.0,354.0,11.1,83.1
00:11:55,1291.2,96.1,519.0,933.9,11.8,21.1,120.6,137.5,3.96,2301.0,326.0,8.9,80.9
00:12:00,1322.1,87.9,492.5,911.0,10.7,18.4,130.4,142.9,4.08,2232.0,363.0,11.6,83.2
00:12:05,1325.8,98.5,466.3,911.5,12.2,20.2,128.0,131.8,4.05,2201.0,359.0,9.8,84.3
00:12:10,1304.0,88.0,522.0,871.8,12.2,20.7,123.5,135.9,4.19,2360.0,361.0,8.9,83.0
00:12:15,1298.6,104.1,517.1,910.7,12.2,18.6,133.2,144.4,4.17,2276.0,359.0,9.5,80.8
00:12:20,1309.9,93.7,492.1,876.5,12.4,20.8,124.1,138.5,4.0,2262.0,347.0,8.8,79.9
00:12:25,1334.6,107.2,503.5,935.8,12.5,19.7,118.0,132.1,3.91,2286.0,363.0,10.3,82.6
00:12:30,1285.3,96.1,491.6,892.9,12.7,18.6,120.5,137.6,4.37,2235.0,336.0,10.7,82.3
00:12:35,1304.7,79.5,544.3,877.2,12.4,17.5,131.2,133.0,3.63,2284.0,339.0,10.5,83.5
00:12:40,1332.5,93.6,486.5,885.8,11.9,19.2,121.8,139.4,3.77,2291.0,363.0,10.2,81.3
00:12:45,1268.4,86.5,501.5,915.1,12.5,21.1,120.8,136.4,4.52,2208.0,352.0,9.5,82.3
00:12:50,1289.0,89.0,509.1,900.0,12.3,21.8,125.3,125.3,3.91,2355.0,355.0,10.9,83.5
00:12:55,1313.2,100.2,513.3,905.8,12.7,19.1,115.9,137.2,4.17,2233.0,357.0,10.8,83.2
00:13:00,1285.5,86.7,491.1,898.0,12.0,20.6,125.0,135.8,3.79,2248.0,355.0,11.0,83.1
00:13:05,1298.3,96.0,513.5,886.3,12.2,20.2,133.8,132.6,4.31,2260.0,347.0,9.2,82.8
00:13:10,1309.2,77.3,507.9,867.2,12.1,20.2,130.7,134.5,4.49,2244.0,361.0,11.9,79.4
00:13:15,1296.8,86.3,485.5,942.5,11.7,19.7,129.4,149.2,4.12,2272.0,346.0,9.3,83.2
00:13:20,1261.3,90.9,474.2,874.7,12.1,19.0,125.3,136.9,4.04,2287.0,358.0,10.0,83.1
00:13:25,1286.9,80.3,501.2,894.3,12.6,21.1,121.8,127.9,4.48,2268.0,361.0,11.1,84.8
00:13:30,1286.1,94.5,490.3,892.6,11.3,20.7,127.7,139.9,4.06,2281.0,354.0,12.1,81.4
00:13:35,1302.3,86.0,535.4,892.8,12.9,19.9,130.1,129.7,3.87,2256.0,352.0,10.8,86.5
00:13:40,1336.4,92.4,510.2,885.6,11.9,19.1,128.8,132.7,4.1,2274.0,350.0,9.7,83.5
00:13:45,1327.4,94.4,519.3,876.5,10.9,19.7,120.7,131.5,3.81,2286.0,371.0,11.6,82.1
00:13:50,1308.6,93.5,515.5,905.2,11.7,18.5,124.3,134.3,3.7,2237.0,344.0,9.3,85.9
00:13:55,1314.8,90.2,509.9,861.7,12.8,20.1,122.0,129.9,4.27,2210.0,335.0,10.6,83.2
00:14:00,1258.6,78.0,498.5,896.5,12.6,21.8,121.3,137.4,4.03,2219.0,364.0,10.8,80.2
00:14:05,1276.4,85.0,470.8,884.4,12.2,19.9,128.2,137.8,4.04,2291.0,349.0,8.3,81.5
00:14:10,1270.8,97.5,522.5,924.1,11.0,19.3,122.5,138.2,3.81,2359.0,342.0,9.0,83.1
00:14:15,1334.8,93.8,479.1,909.9,12.1,18.8,127.8,138.8,3.72,2185.0,349.0,11.0,83.9
00:14:20,1281.7,91.6,464.0,933.9,11.2,21.8,119.9,133.2,3.89,2332.0,347.0,8.7,81.7
00:14:25,1296.6,90.2,516.9,912.6,11.9,18.4,124.4,133.9,4.23,2307.0,347.0,10.5,85.3
00:14:30,1284.1,76.9,482.9,900.9,12.2,20.1,122.5,131.8,3.98,2244.0,352.0,10.4,79.3
00:14:35,1280.7,96.5,490.1,929.0,11.5,19.3,122.2,127.3,4.1,2211.0,359.0,8.7,82.9
00:14:40,1311.1,89.0,502.8,871.4,11.7,18.6,124.8,140.1,4.07,2240.0,351.0,8.6,84.0
00:14:45,1310.1,108.3,455.0,968.5,13.0,20.9,131.9,136.5,4.07,2248.0,331.0,10.8,84.8
00:14:50,1319.4,86.5,498.1,923.4,12.7,19.8,133.2,126.4,3.51,2204.0,364.0,8.8,83.6
00:14:55,1335.5,95.7,493.2,913.8,11.6,20.4,129.0,130.5,3.81,2221.0,335.0,10.0,82.1
00:15:00,1283.2,87.6,497.1,912.3,12.4,21.7,122.0,136.9,4.25,2211.0,338.0,9.8,83.2
00:15:05,1291.6,88.5,508.9,918.3,11.3,18.9,128.8,143.2,3.98,2195.0,359.0,8.6,86.0
00:15:10,1301.9,83.7,529.4,948.1,11.9,20.1,126.8,136.8,4.0,2298.0,353.0,9.8,81.7
00:15:15,1300.9,100.4,510.1,913.6,11.6,18.8,124.0,130.0,4.41,2108.0,353.0,8.9,83.2
00:15:20,1281.8,88.1,492.8,900.0,11.4,20.1,122.7,128.8,3.65,2278.0,331.0,11.0,81.3
00:15:25,1270.7,85.6,563.7,912.3,11.8,21.0,125.2,138.7,4.12,2203.0,359.0,9.6,80.5
00:15:30,1299.4,83.2,498.6,886.0,12.2,19.9,140.0,132.2,4.03,2347.0,338.0,8.9,81.0
00:15:35,1284.8,86.5,478.1,901.2,13.1,19.4,125.7,131.8,3.99,2262.0,348.0,8.8,82.4
00:15:40,1326.8,87.1,496.9,891.7,13.0,18.5,128.8,133.5,3.66,2293.0,357.0,11.1,82.5
00:15:45,1297.2,84.0,489.1,913.5,10.9,20.6,123.9,132.7,4.18,2279.0,349.0,9.3,80.0
00:15:50,1317.7,90.3,448.5,915.9,11.9,20.6,126.1,137.4,3.95,2273.0,351.0,7.8,83.7
00:15:55,1291.7,79.8,496.3,909.3,11.7,19.3,130.0,130.5,3.89,2262.0,358.0,9.4,80.7
00:16:00,1285.0,90.4,515.7,924.2,12.0,21.4,128.9,126.5,4.01,2214.0,334.0,8.6,86.2
00:16:05,1292.7,81.9,491.2,921.7,11.7,19.7,119.7,133.9,4.04,2250.0,334.0,10.0,82.0
00:16:10,1314.3,85.7,482.0,906.9,13.5,20.8,123.4,143.4,4.04,2256.0,346.0,9.7,81.8
00:16:15,1313.5,90.4,508.1,889.4,11.0,21.0,118.3,130.2,4.01,2306.0,349.0,9.9,82.0
00:16:20,1308.0,91.7,503.6,892.8,11.5,20.2,132.5,126.0,4.4,2281.0,352.0,12.6,83.2
00:16:25,1303.9,93.6,516.1,879.6,11.8,19.6,128.2,138.4,3.75,2275.0,349.0,9.2,84.3
00:16:30,1313.8,83.4,529.4,862.8,12.9,20.7,127.4,128.5,4.1,2222.0,357.0,10.7,84.7
00:16:35,1287.8,83.4,517.2,897.8,11.6,19.6,129.2,138.2,3.98,2370.0,349.0,9.7,82.6
00:16:40,1292.1,90.5,516.8,897.4,11.6,20.0,122.8,138.0,3.83,2195.0,352.0,10.6,82.2
00:16:45,1302.1,86.6,508.5,943.0,11.9,20.2,119.0,138.8,3.97,2286.0,344.0,10.4,82.9
00:16:50,1289.7,87.9,521.4,925.3,11.4,21.4,119.5,141.9,3.76,2314.0,357.0,8.2,81.1
00:16:55,1292.9,81.5,500.3,906.9,10.7,19.6,124.4,141.2,3.75,2242.0,339.0,9.8,80.3
00:17:00,1280.6,88.8,486.1,916.8,11.6,20.2,126.3,144.0,3.9,2239.0,361.0,11.0,85.0
00:17:05,1323.1,86.9,493.5,899.1,12.5,18.1,128.8,132.8,4.2,2242.0,360.0,8.1,81.6
00:17:10,1337.0,89.1,501.2,882.5,11.7,18.4,129.8,131.6,4.2,2163.0,351.0,8.2,83.3
00:17:15,1245.7,85.9,503.9,891.1,12.9,19.1,128.3,130.1,3.86,2231.0,341.0,10.3,81.8
00:17:20,1306.7,90.8,491.2,902.2,11.9,20.3,131.6,147.4,4.32,2178.0,364.0,10.3,81.1
00:17:25,1295.2,89.1,480.8,918.7,12.1,19.4,123.8,131.4,4.11,2281.0,366.0,12.5,84.6
00:17:30,1288.7,91.5,528.0,881.9,12.0,20.2,119.8,130.7,4.1,2274.0,353.0,8.7,82.5
00:17:35,1298.3,88.3,484.6,925.2,11.3,19.6,123.1,139.8,4.15,2300.0,369.0,11.1,80.4
00:17:40,1324.0,92.6,503.5,871.7,11.0,18.9,123.5,138.5,3.88,2294.0,340.0,10.4,81.7
00:17:45,1302.0,82.7,529.5,921.0,11.7,18.9,121.7,132.4,4.01,2172.0,357.0,10.5,84.5
00:17:50,1310.1,87.8,508.3,898.5,13.1,21.1,125.4,140.8,4.22,2309.0,347.0,8.9,82.1
00:17:55,1306.1,86.1,467.7,907.7,11.6,19.4,126.6,134.5,4.23,2255.0,346.0,9.1,83.1
00:18:00,1293.1,88.1,476.2,901.5,10.9,20.0,117.6,144.0,3.58,2284.0,363.0,11.9,82.3
00:18:05,1292.6,87.3,472.7,894.6,12.7,20.5,113.1,136.0,4.1,2246.0,336.0,8.9,81.8
00:18:10,1280.8,94.1,466.0,931.4,12.8,18.0,125.6,140.0,4.02,2253.0,334.0,9.3,80.6
00:18:15,1296.1,93.8,498.6,900.2,10.9,19.9,122.4,129.4,4.14,2221.0,356.0,8.8,85.0
00:18:20,1289.2,96.8,539.2,898.1,12.0,19.5,116.6,141.0,3.84,2204.0,348.0,9.7,82.3
00:18:25,1313.8,85.6,506.6,934.4,11.5,20.9,125.1,137.3,3.78,2298.0,359.0,10.5,81.9
00:18:30,1304.1,97.5,507.1,911.6,12.1,20.9,128.8,135.3,4.42,2214.0,360.0,10.6,80.6
00:18:35,1330.3,87.7,498.2,897.1,11.8,20.2,130.7,135.9,4.09,2179.0,343.0,12.4,82.9
00:18:40,1298.3,104.4,513.2,905.4,12.4,21.8,124.7,136.1,4.3,2277.0,352.0,9.8,82.3
00:18:45,1253.2,85.9,488.3,925.2,11.8,19.2,130.2,127.4,3.68,2261.0,355.0,9.3,84.3
